fuente;commodity;periodo_ym;mercado;tipo_precio;moneda;unidad;frecuencia;registros;precio_min;precio_max
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2023-05;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;98544;98544
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2023-05;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;103475;103475
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2023-07;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;99750;99750
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2023-08;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;115670.67;115670.67
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2023-08;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;123412.5;123412.5
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2023-09;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;160750;160750
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2023-09;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;159331.11;159331.11
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2023-09;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;160500;160500
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2023-10;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;166250;166250
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2023-10;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;173333.33;173333.33
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2023-10;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;172966.67;172966.67
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2023-11;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;210300;210300
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2023-11;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;205093;205093
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2023-12;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;253733.3;253733.3
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2024-01;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;270840.91;270840.91
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2024-02;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;251660.53;251660.53
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2024-03;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;230447.14;230447.14
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2024-03;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;252269.44;252269.44
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2024-04;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;247033.33;247033.33
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2024-04;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;247191.18;247191.18
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2024-04;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;249890;249890
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2024-05;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;271175;271175
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2024-05;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;269204.55;269204.55
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2024-05;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;274395.5;274395.5
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2024-06;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;278600;278600
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2024-06;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;278200;278200
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2024-06;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;280000;280000
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2024-07;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;274075;274075
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2024-07;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;269790;269790
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2024-07;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;285704.55;285704.55
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2024-08;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;271000;271000
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2024-08;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;260208.33;260208.33
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2024-08;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;288695.45;288695.45
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2024-09;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;280000;280000
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2024-09;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;263725;263725
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2024-09;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;298471.43;298471.43
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2024-10;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;269166.67;269166.67
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2024-10;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;307019.05;307019.05
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2024-11;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;300770;300770
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2024-12;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;289005.56;289005.56
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2025-01;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;295465;295465
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2025-02;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;325665;325665
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2025-03;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;329111.11;329111.11
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2025-04;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;315000;315000
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2025-04;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;310000;310000
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2025-04;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;314394.74;314394.74
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2025-05;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;310000;310000
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2025-05;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;311666.67;311666.67
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2025-05;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;310600;310600
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2025-06;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;322047.37;322047.37
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2025-07;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;346916.67;346916.67
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2025-07;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;336800;336800
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2025-07;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;336380.95;336380.95
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2025-08;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;389312.5;389312.5
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2025-08;Argentina / mercado interno — QUEQUEN;Precio interno mensual;ARS;TN;mensual;1;388333.33;388333.33
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2025-08;Argentina / mercado interno — ROSARIO;Precio interno mensual;ARS;TN;mensual;1;389640;389640
Secretaría de Agricultura - Precios Internos de los Principales Granos;Soja;2025-09;Argentina / mercado interno — B.BLANCA;Precio interno mensual;ARS;TN;mensual;1;431588.24;431588.24
